timestamp,open,close,high,low,volume
2025-11-16T23:12:10.300Z,3057.6,3057.6,3057.6,3057.6,0
2025-11-16T23:12:38.901Z,3059.71,3059.71,3059.71,3059.71,0
2025-11-16T23:12:45.599Z,3062.65,3062.65,3062.65,3062.65,0
2025-11-16T23:12:52.030Z,3061.1,3061.1,3061.1,3061.1,0
2025-11-16T23:12:58.447Z,3062.22,3062.22,3062.22,3062.22,0
2025-11-16T23:13:04.912Z,3061.06,3061.06,3061.06,3061.06,0
2025-11-16T23:13:11.329Z,3062.4,3062.4,3062.4,3062.4,0
2025-11-16T23:13:17.962Z,3062.72,3062.72,3062.72,3062.72,0
2025-11-16T23:13:24.581Z,3069.59,3069.59,3069.59,3069.59,0
2025-11-16T23:13:31.098Z,3064.17,3064.17,3064.17,3064.17,0
2025-11-16T23:13:37.618Z,3066.58,3066.58,3066.58,3066.58,0
2025-11-16T23:13:44.124Z,3061.84,3061.84,3061.84,3061.84,0
2025-11-16T23:13:50.546Z,3059.7,3059.7,3059.7,3059.7,0
2025-11-16T23:13:57.200Z,3061.61,3061.61,3061.61,3061.61,0
2025-11-16T23:14:03.519Z,3062.93,3062.93,3062.93,3062.93,0
2025-11-16T23:14:10.188Z,3061.71,3061.71,3061.71,3061.71,0
2025-11-16T23:14:16.607Z,3060.4,3060.4,3060.4,3060.4,0
2025-11-16T23:14:23.131Z,3060.6,3060.6,3060.6,3060.6,0
2025-11-16T23:14:29.593Z,3059.99,3059.99,3059.99,3059.99,0
2025-11-16T23:14:36.156Z,3060.6,3060.6,3060.6,3060.6,0
2025-11-16T23:14:42.761Z,3060.31,3060.31,3060.31,3060.31,0
2025-11-16T23:14:49.353Z,3062.22,3062.22,3062.22,3062.22,0
2025-11-16T23:14:55.847Z,3061.92,3061.92,3061.92,3061.92,0
2025-11-16T23:15:02.339Z,3063,3063,3063,3063,0
2025-11-16T23:15:08.874Z,3061.9,3061.9,3061.9,3061.9,0
2025-11-16T23:15:15.373Z,3060.5,3060.5,3060.5,3060.5,0
2025-11-16T23:15:21.825Z,3063.53,3063.53,3063.53,3063.53,0
2025-11-16T23:15:28.446Z,3064.16,3064.16,3064.16,3064.16,0
2025-11-16T23:15:34.872Z,3063.2,3063.2,3063.2,3063.2,0
2025-11-16T23:15:41.273Z,3064.8,3064.8,3064.8,3064.8,0
2025-11-16T23:15:47.824Z,3068.25,3068.25,3068.25,3068.25,0
2025-11-16T23:15:54.281Z,3066.86,3066.86,3066.86,3066.86,0
2025-11-16T23:16:00.778Z,3065.71,3065.71,3065.71,3065.71,0
2025-11-16T23:16:07.371Z,3070.41,3070.41,3070.41,3070.41,0
2025-11-16T23:16:13.790Z,3063,3063,3063,3063,0
2025-11-16T23:16:20.353Z,3066.3,3066.3,3066.3,3066.3,0
2025-11-16T23:16:27.352Z,3063.9,3063.9,3063.9,3063.9,0
2025-11-16T23:16:33.795Z,3066.01,3066.01,3066.01,3066.01,0
2025-11-16T23:16:40.343Z,3070.78,3070.78,3070.78,3070.78,0
2025-11-16T23:16:47.055Z,3071.89,3071.89,3071.89,3071.89,0
2025-11-16T23:16:53.554Z,3070.65,3070.65,3070.65,3070.65,0
2025-11-16T23:17:00.253Z,3068.05,3068.05,3068.05,3068.05,0
2025-11-16T23:17:06.808Z,3072.5,3072.5,3072.5,3072.5,0
2025-11-16T23:17:13.267Z,3077.64,3077.64,3077.64,3077.64,0
2025-11-16T23:17:19.670Z,3077.01,3077.01,3077.01,3077.01,0
2025-11-16T23:17:26.195Z,3073.31,3073.31,3073.31,3073.31,0
2025-11-16T23:17:32.613Z,3073.83,3073.83,3073.83,3073.83,0
2025-11-16T23:17:39.314Z,3072.01,3072.01,3072.01,3072.01,0
2025-11-16T23:17:45.778Z,3071.7,3071.7,3071.7,3071.7,0
2025-11-16T23:17:52.244Z,3071.71,3071.71,3071.71,3071.71,0
2025-11-16T23:17:59.453Z,3073.05,3073.05,3073.05,3073.05,0
2025-11-16T23:18:05.867Z,3068.74,3068.74,3068.74,3068.74,0
2025-11-16T23:18:12.216Z,3065.66,3065.66,3065.66,3065.66,0
2025-11-16T23:18:18.556Z,3065.6,3065.6,3065.6,3065.6,0
2025-11-16T23:18:24.938Z,3065.62,3065.62,3065.62,3065.62,0
2025-11-16T23:18:31.293Z,3065.62,3065.62,3065.62,3065.62,0
2025-11-16T23:18:37.843Z,3063.2,3063.2,3063.2,3063.2,0
2025-11-16T23:18:44.153Z,3063.69,3063.69,3063.69,3063.69,0
2025-11-16T23:18:50.428Z,3064.09,3064.09,3064.09,3064.09,0
2025-11-16T23:18:56.956Z,3062.25,3062.25,3062.25,3062.25,0
2025-11-16T23:19:03.368Z,3063.9,3063.9,3063.9,3063.9,0
2025-11-16T23:19:09.745Z,3063.57,3063.57,3063.57,3063.57,0
2025-11-16T23:19:16.124Z,3064.8,3064.8,3064.8,3064.8,0
2025-11-16T23:19:22.445Z,3066.1,3066.1,3066.1,3066.1,0
2025-11-16T23:19:28.822Z,3065.81,3065.81,3065.81,3065.81,0
2025-11-16T23:19:35.170Z,3064.95,3064.95,3064.95,3064.95,0
2025-11-16T23:19:41.710Z,3064.81,3064.81,3064.81,3064.81,0
2025-11-16T23:19:48.099Z,3068.55,3068.55,3068.55,3068.55,0
2025-11-16T23:19:54.470Z,3066.01,3066.01,3066.01,3066.01,0
2025-11-16T23:20:00.915Z,3066.9,3066.9,3066.9,3066.9,0
2025-11-16T23:20:07.418Z,3066.9,3066.9,3066.9,3066.9,0
2025-11-16T23:20:13.861Z,3064.35,3064.35,3064.35,3064.35,0
2025-11-16T23:20:20.217Z,3065.1,3065.1,3065.1,3065.1,0
2025-11-16T23:20:26.558Z,3065.2,3065.2,3065.2,3065.2,0
2025-11-16T23:20:32.988Z,3067.8,3067.8,3067.8,3067.8,0
2025-11-16T23:20:39.278Z,3068.51,3068.51,3068.51,3068.51,0
2025-11-16T23:20:45.668Z,3069.31,3069.31,3069.31,3069.31,0
2025-11-16T23:20:52.014Z,3068.81,3068.81,3068.81,3068.81,0
2025-11-16T23:20:58.390Z,3068.55,3068.55,3068.55,3068.55,0
2025-11-16T23:21:04.727Z,3071.12,3071.12,3071.12,3071.12,0
2025-11-16T23:21:11.171Z,3068.91,3068.91,3068.91,3068.91,0
2025-11-16T23:21:17.649Z,3069.03,3069.03,3069.03,3069.03,0
2025-11-16T23:21:24.080Z,3067.3,3067.3,3067.3,3067.3,0
2025-11-16T23:21:30.558Z,3069.29,3069.29,3069.29,3069.29,0
2025-11-16T23:21:37.087Z,3069.3,3069.3,3069.3,3069.3,0
2025-11-16T23:21:43.402Z,3069.73,3069.73,3069.73,3069.73,0
2025-11-16T23:21:49.912Z,3069.46,3069.46,3069.46,3069.46,0
2025-11-16T23:21:56.327Z,3069.08,3069.08,3069.08,3069.08,0
2025-11-16T23:22:02.819Z,3069.79,3069.79,3069.79,3069.79,0
2025-11-16T23:22:09.301Z,3073.19,3073.19,3073.19,3073.19,0
2025-11-16T23:22:15.682Z,3076.79,3076.79,3076.79,3076.79,0
2025-11-16T23:22:22.170Z,3075.96,3075.96,3075.96,3075.96,0
2025-11-16T23:22:28.549Z,3074.9,3074.9,3074.9,3074.9,0
2025-11-16T23:22:35.031Z,3071.88,3071.88,3071.88,3071.88,0
2025-11-16T23:22:41.786Z,3073.32,3073.32,3073.32,3073.32,0
2025-11-16T23:22:48.261Z,3073.79,3073.79,3073.79,3073.79,0
2025-11-16T23:22:54.786Z,3074.1,3074.1,3074.1,3074.1,0
2025-11-16T23:23:01.321Z,3074.1,3074.1,3074.1,3074.1,0
2025-11-16T23:23:08.250Z,3074.79,3074.79,3074.79,3074.79,0
2025-11-16T23:23:14.536Z,3077.9,3077.9,3077.9,3077.9,0
2025-11-16T23:23:20.825Z,3078.69,3078.69,3078.69,3078.69,0
2025-11-16T23:23:27.232Z,3076.5,3076.5,3076.5,3076.5,0
2025-11-16T23:23:33.635Z,3077.11,3077.11,3077.11,3077.11,0
2025-11-16T23:23:39.937Z,3077.61,3077.61,3077.61,3077.61,0
2025-11-16T23:23:46.243Z,3077.93,3077.93,3077.93,3077.93,0
2025-11-16T23:23:52.514Z,3076.07,3076.07,3076.07,3076.07,0
2025-11-16T23:23:58.897Z,3077.16,3077.16,3077.16,3077.16,0
2025-11-16T23:24:05.257Z,3078.2,3078.2,3078.2,3078.2,0
2025-11-16T23:24:11.889Z,3084.18,3084.18,3084.18,3084.18,0
2025-11-16T23:24:18.307Z,3082.5,3082.5,3082.5,3082.5,0
2025-11-16T23:24:24.739Z,3084.2,3084.2,3084.2,3084.2,0
2025-11-16T23:24:31.323Z,3088.49,3088.49,3088.49,3088.49,0
2025-11-16T23:24:37.920Z,3092.42,3092.42,3092.42,3092.42,0
2025-11-16T23:24:44.291Z,3097.81,3097.81,3097.81,3097.81,0
2025-11-16T23:24:50.630Z,3097.34,3097.34,3097.34,3097.34,0
2025-11-16T23:24:57.001Z,3096.9,3096.9,3096.9,3096.9,0
2025-11-16T23:25:03.404Z,3095.78,3095.78,3095.78,3095.78,0
2025-11-16T23:25:09.731Z,3093.64,3093.64,3093.64,3093.64,0
2025-11-16T23:25:16.068Z,3093.09,3093.09,3093.09,3093.09,0
2025-11-16T23:25:22.506Z,3095.2,3095.2,3095.2,3095.2,0
2025-11-16T23:25:28.880Z,3092.58,3092.58,3092.58,3092.58,0
2025-11-16T23:25:35.709Z,3089.61,3089.61,3089.61,3089.61,0
2025-11-16T23:25:42.198Z,3089.63,3089.63,3089.63,3089.63,0
2025-11-16T23:25:48.677Z,3090.41,3090.41,3090.41,3090.41,0
2025-11-16T23:25:55.089Z,3090.94,3090.94,3090.94,3090.94,0
2025-11-16T23:26:01.469Z,3090.91,3090.91,3090.91,3090.91,0
2025-11-16T23:26:07.992Z,3093.63,3093.63,3093.63,3093.63,0
2025-11-16T23:26:14.451Z,3089.7,3089.7,3089.7,3089.7,0
2025-11-16T23:26:20.980Z,3086.01,3086.01,3086.01,3086.01,0
2025-11-16T23:26:27.562Z,3087.5,3087.5,3087.5,3087.5,0
2025-11-16T23:26:34.044Z,3086.7,3086.7,3086.7,3086.7,0
2025-11-16T23:26:40.608Z,3086.31,3086.31,3086.31,3086.31,0
2025-11-16T23:26:47.218Z,3087.11,3087.11,3087.11,3087.11,0
2025-11-16T23:26:53.652Z,3087.14,3087.14,3087.14,3087.14,0
2025-11-16T23:27:00.117Z,3087.31,3087.31,3087.31,3087.31,0
2025-11-16T23:27:06.505Z,3088.39,3088.39,3088.39,3088.39,0
2025-11-16T23:27:13.063Z,3087.31,3087.31,3087.31,3087.31,0
2025-11-16T23:27:19.444Z,3090.28,3090.28,3090.28,3090.28,0
2025-11-16T23:27:25.845Z,3090.53,3090.53,3090.53,3090.53,0
2025-11-16T23:27:32.237Z,3090.11,3090.11,3090.11,3090.11,0
2025-11-16T23:27:38.657Z,3091.51,3091.51,3091.51,3091.51,0
2025-11-16T23:27:45.251Z,3093,3093,3093,3093,0
2025-11-16T23:27:51.685Z,3092.26,3092.26,3092.26,3092.26,0
2025-11-16T23:27:58.131Z,3092.67,3092.67,3092.67,3092.67,0
2025-11-16T23:28:04.546Z,3089.69,3089.69,3089.69,3089.69,0
2025-11-16T23:28:10.898Z,3090.61,3090.61,3090.61,3090.61,0
2025-11-16T23:28:17.385Z,3092.5,3092.5,3092.5,3092.5,0
2025-11-16T23:28:24.191Z,3091.1,3091.1,3091.1,3091.1,0
2025-11-16T23:28:32.237Z,3092.06,3092.06,3092.06,3092.06,0
2025-11-16T23:28:38.672Z,3090.36,3090.36,3090.36,3090.36,0
2025-11-16T23:28:45.157Z,3091.02,3091.02,3091.02,3091.02,0
2025-11-16T23:28:51.611Z,3090.29,3090.29,3090.29,3090.29,0
2025-11-16T23:28:58.077Z,3088.22,3088.22,3088.22,3088.22,0
2025-11-16T23:29:04.378Z,3087.65,3087.65,3087.65,3087.65,0
2025-11-16T23:29:10.671Z,3090.3,3090.3,3090.3,3090.3,0
2025-11-16T23:29:17.497Z,3089.35,3089.35,3089.35,3089.35,0
2025-11-16T23:29:23.900Z,3087.81,3087.81,3087.81,3087.81,0
2025-11-16T23:29:30.240Z,3088.33,3088.33,3088.33,3088.33,0
2025-11-16T23:29:36.537Z,3090.01,3090.01,3090.01,3090.01,0
2025-11-16T23:29:42.999Z,3088.7,3088.7,3088.7,3088.7,0
2025-11-16T23:29:49.410Z,3087.72,3087.72,3087.72,3087.72,0
2025-11-16T23:29:55.787Z,3089,3089,3089,3089,0
2025-11-16T23:30:02.228Z,3089.55,3089.55,3089.55,3089.55,0
2025-11-16T23:30:08.725Z,3089.01,3089.01,3089.01,3089.01,0
2025-11-16T23:30:15.095Z,3087.75,3087.75,3087.75,3087.75,0
2025-11-16T23:30:21.477Z,3089.01,3089.01,3089.01,3089.01,0
2025-11-16T23:30:27.980Z,3091.12,3091.12,3091.12,3091.12,0
2025-11-16T23:30:34.388Z,3087.92,3087.92,3087.92,3087.92,0
2025-11-16T23:30:40.698Z,3089.81,3089.81,3089.81,3089.81,0
2025-11-16T23:30:47.130Z,3088.34,3088.34,3088.34,3088.34,0
2025-11-16T23:30:53.482Z,3091.5,3091.5,3091.5,3091.5,0
2025-11-16T23:30:59.972Z,3093,3093,3093,3093,0
2025-11-16T23:31:06.403Z,3093.5,3093.5,3093.5,3093.5,0
